,UUID,DATUM_AEND,DATUM_ERST,ERSTELL_J,ERSTELL_M,REVISION_J,REVISION_M,GRUND_AEND,HERKUNFT,HERKUNFT_J,HERKUNFT_M,OBJEKTART,BEZIRKSNUM,SEE_FLAECH,REVISION_Q,BEZIRKSFLA,BEZIRK_TEI,NAME,KANTONSNUM,ICC,EINWOHNERZ
119,{2C985497-63DC-4723-A0B9-38C3FF6EDF49},20151208153209,20121026122135,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1101,,2019_Aufbau,6205.0,0,Gäu,11,CH,21403.0
120,{6C78E833-C255-4BC7-B46D-00E3F9C9DD38},20151208153209,20121026122135,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1502,,2019_Aufbau,6027.0,0,Mittelland,15,CH,17272.0
121,{630D5C69-730F-4EE8-8087-5B39A00D9D86},20161209092536,20121026122135,2012,10,2020,1,Verbessert,swisstopo,2017,1,Bezirk,111,,2019_Aufbau,6011.0,0,Dietikon,1,CH,91091.0
122,{C263F2A9-4140-43A8-A204-164AF7C41A25},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,2222,,2019_Aufbau,,2,Broye-Vully,22,CH,"44,552"
123,{28E9D141-7C01-4B0B-B610-AA7A922A4CB2},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,2305,,2019_Aufbau,,2,Hérens,23,CH,"10,953"
124,{4A05DB2C-620D-42A3-8AD8-23ECE387A123},20181122134130,20121026122134,2012,10,2020,1,Verbessert,AV,2019,1,Bezirk,1722,6.0,2019_Aufbau,5051.0,1,Rorschach,17,CH,43142.0
125,{DCAC9867-7CBA-4E63-BFA8-23922901250D},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1104,,2019_Aufbau,7470.0,1,Dorneck,11,CH,20521.0
126,{FEFA6B93-AF50-45DA-A827-63A9467FE933},20151209151017,20121026122135,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1406,,2019_Aufbau,4661.0,0,Unterklettgau,14,CH,4986.0
127,{49372D82-8EAF-4864-AE02-DD9C35428C6F},20151208153209,20121026122135,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1503,,2019_Aufbau,4641.0,0,Vorderland,15,CH,13569.0
128,{2737651B-D15A-4A56-9FF8-D2FA02C909F8},20151208153209,20121026122135,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,503,712.0,2019_Aufbau,4472.0,0,Höfe,5,CH,28909.0
129,{5F83884A-0442-430E-81C3-95A793D5BB8B},20151208153209,20121026122135,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1404,,2019_Aufbau,4363.0,0,Schleitheim,14,CH,3043.0
130,{79E3D3B5-0142-43A7-9CC6-C9B252E814FC},20151208153209,20121026122135,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1402,,2019_Aufbau,3933.0,0,Reiat,14,CH,9006.0
131,{D7FEDFFC-D6AC-4747-8B2E-5B1D4239A05F},20151208153209,20121026122135,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,504,681.0,2019_Aufbau,3620.0,0,Küssnacht (SZ),5,CH,13087.0
132,{BF9A0FEB-3889-4C26-BB1F-06E50492E308},20151208153209,20121026122135,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1401,,2019_Aufbau,3188.0,0,Oberklettgau,14,CH,4597.0
133,{5AB72D66-AC2D-47BC-AC7A-8F72D944CB90},20151208153209,20121026122135,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1405,27.0,2019_Aufbau,3124.0,0,Stein,14,CH,5668.0
134,{1CEFCF4D-3DBA-4CAC-AC19-9E642532F017},20191106080428,20121026122134,2012,10,2020,1,Verbessert,swisstopo,2019,6,Bezirk,311,830.0,2019_Aufbau,3741.0,1,Luzern-Stadt,3,CH,81691.0
135,{9649A88E-AFEF-4A6F-B787-DC7396E9BF8B},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,2313,,2019_Aufbau,,2,Visp,23,CH,"28,547"
136,{E168FD57-F57A-4075-A350-0DCFBB55147F},20151208153209,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,2229,0.0,2019_Aufbau,2634.0,0,Ouest lausannois,22,CH,76212.0
137,{EF6CEF26-10CD-4DF7-8DE3-AB68B5340095},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1104,,2019_Aufbau,,2,Dorneck,11,CH,"20,802"
138,{A27BCBF2-C82A-4228-99B2-BA0FED153539},20151208153209,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,502,921.0,2019_Aufbau,2357.0,0,Gersau,5,CH,2319.0
139,{AECDCB78-D5FB-496C-80F6-5DCE421C3208},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1001,,2019_Aufbau,,3,La Broye,10,CH,"33,901"
140,{2CE1E5B5-549C-4A50-8B2A-92B175079BBA},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1110,,2019_Aufbau,,2,Thierstein,11,CH,"14,802"
141,{55581519-1DA3-433E-9F34-DCEF5798A121},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1403,,2019_Aufbau,,2,Schaffhausen,14,CH,"55,330"
142,{8E662590-13DB-4890-A784-11D4ED67016B},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1302,,2019_Aufbau,,2,Laufen,13,CH,"20,321"
143,{93BCE836-8E82-4C21-84D0-CC6AC79F4E84},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,311,,2019_Aufbau,,2,Luzern-Stadt,3,CH,"82,620"
144,{8B088D4D-F26F-476C-89FF-D2DB0F2D4980},20151208153209,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1109,,2019_Aufbau,628.0,0,Solothurn,11,CH,16777.0
145,{E2F7631F-6865-437C-A148-4D724980021B},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1001,,2019_Aufbau,,4,La Broye,10,CH,"33,901"
146,{594B3198-758D-40CD-84D4-98BC22058968},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,241,,2019_Aufbau,,2,Jura bernois,2,CH,"53,715"
147,{770B86D0-BC84-4752-9601-5FC09F4B34C0},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,246,,2019_Aufbau,,2,Bern-Mittelland,2,CH,"418,140"
148,{5B23868B-DDC2-42F1-82E8-2AEF830314DE},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,2011,,2019_Aufbau,,2,Arbon,20,CH,"58,414"
149,{C6E38EA9-75F6-450B-AF13-8C9447D5086E},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1106,,2019_Aufbau,,2,Wasseramt,11,CH,"52,949"
150,{438AFE1F-AC99-4713-B89A-E479FAD10C0C},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1005,,2019_Aufbau,,2,See,10,CH,"37,746"
151,{C622DFCA-AE76-4347-B91D-E360741DF0CF},20151208153209,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,242,,2019_Aufbau,,2,Biel/Bienne,2,CH,"102,425"
152,{A532F2FB-5885-4F4C-8297-C7C73ACCD6C2},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,246,,2019_Aufbau,,3,Bern-Mittelland,2,CH,"418,140"
153,{5DB52DE9-E65C-4812-9616-5FA557B0030F},20151208153209,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1722,,2019_Aufbau,,2,Rorschach,17,CH,"43,928"
154,{C99AE0E1-573A-4440-9ADA-06782982AAB2},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1728,,2019_Aufbau,,2,Wil,17,CH,"76,439"
155,{7692790C-4B91-47D9-BA09-43CC6E452BAE},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1721,,2019_Aufbau,,2,St. Gallen,17,CH,"122,903"
156,{9A0560DD-7D2C-42B5-AE1E-1F420E3639EC},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1902,,2019_Aufbau,,2,Baden,19,CH,"146,064"
157,{6F4B4B09-2C8F-47E2-B457-5465910DC3B0},20151208153209,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,2012,,2019_Aufbau,,2,Frauenfeld,20,CH,"69,773"
158,{274292F8-DDCE-4383-A721-464E0A9EAB8D},20151208153210,20121026122134,2012,10,2020,1,Verbessert,AV,2015,12,Bezirk,1001,,2019_Aufbau,,5,La Broye,10,CH,"33,901"
